"Action","Source address","Destination address","Port","Protocol"
"0","192.168.1.193","203.222.201.187","23","6"
"1","192.168.1.162","192.168.1.172","23","6"
"0","203.222.201.150","172.160.2.204","80","6"
"1","192.168.1.50","192.168.1.78","110","17"
"1","203.222.201.86","203.222.201.89","110","17"
"1","203.222.201.189","203.222.201.96","22","6"
"0","172.160.2.26","192.168.1.229","110","17"
"0","192.168.1.200","172.160.2.16","25","6"
"1","192.168.1.63","192.168.1.236","110","17"
"0","192.168.1.76","203.222.201.229","53","17"
"1","192.168.1.69","192.168.1.11","80","6"
"0","192.168.1.101","203.222.201.83","80","6"
"0","172.160.2.48","203.222.201.36","25","6"
"0","172.160.2.177","192.168.1.190","80","6"
"0","172.160.2.87","203.222.201.41","21","6"
"0","172.160.2.8","203.222.201.9","53","17"
"1","192.168.1.116","192.168.1.97","25","6"
"0","203.222.201.149","172.160.2.231","25","6"
"0","172.160.2.224","203.222.201.37","80","6"
"1","192.168.1.189","203.222.201.95","25","6"
"0","192.168.1.50","172.160.2.16","21","6"
"0","203.222.201.176","192.168.1.208","80","6"
"0","172.160.2.46","192.168.1.200","21","6"
"1","172.160.2.186","172.160.2.212","23","6"
"1","192.168.1.88","203.222.201.226","25","6"
"1","192.168.1.92","192.168.1.131","21","6"
"1","203.222.201.34","203.222.201.187","110","17"
"1","172.160.2.19","172.160.2.84","21","6"
"0","203.222.201.101","192.168.1.10","110","17"
"0","192.168.1.102","203.222.201.122","80","6"
"0","203.222.201.170","192.168.1.207","80","6"
"1","192.168.1.93","192.168.1.84","25","6"
"0","203.222.201.230","192.168.1.15","22","6"
"0","172.160.2.41","192.168.1.66","21","6"
"0","172.160.2.137","203.222.201.176","110","17"
"0","203.222.201.141","192.168.1.48","80","6"
"0","203.222.201.64","192.168.1.67","22","6"
"1","203.222.201.193","203.222.201.235","25","6"
"0","172.160.2.247","203.222.201.57","25","6"
"0","203.222.201.168","192.168.1.162","22","6"
"0","192.168.1.169","203.222.201.56","23","6"
"1","203.222.201.120","203.222.201.211","80","6"
"0","172.160.2.132","192.168.1.18","22","6"
"0","192.168.1.214","203.222.201.198","23","6"
"1","203.222.201.24","203.222.201.176","80","6"
"0","192.168.1.10","203.222.201.211","53","17"
"0","172.160.2.148","203.222.201.173","80","6"
"1","192.168.1.32","192.168.1.125","23","6"
"0","203.222.201.175","172.160.2.225","80","6"
"1","172.160.2.183","172.160.2.212","110","17"
"1","203.222.201.180","203.222.201.92","23","6"
"0","203.222.201.140","172.160.2.90","25","6"
"1","192.168.1.136","192.168.1.121","110","17"
"1","203.222.201.96","203.222.201.160","21","6"
"0","203.222.201.17","192.168.1.11","53","17"
"0","192.168.1.127","172.160.2.253","53","17"
"0","203.222.201.164","192.168.1.244","22","6"
"0","172.160.2.231","203.222.201.188","22","6"
"0","172.160.2.239","203.222.201.208","110","17"
"0","192.168.1.99","203.222.201.147","110","17"
"0","203.222.201.105","192.168.1.179","80","6"
"1","192.168.1.29","192.168.1.19","21","6"
"0","172.160.2.210","192.168.1.47","21","6"
"0","172.160.2.112","192.168.1.1","22","6"
"1","192.168.1.83","203.222.201.26","25","6"
"0","172.160.2.168","203.222.201.249","23","6"
"0","192.168.1.123","203.222.201.189","110","17"
"0","203.222.201.1","192.168.1.132","80","6"
"0","172.160.2.73","203.222.201.233","80","6"
"1","192.168.1.28","192.168.1.72","80","6"
"0","192.168.1.31","172.160.2.63","23","6"
"1","192.168.1.173","203.222.201.51","25","6"
"0","203.222.201.68","192.168.1.131","22","6"
"0","203.222.201.78","172.160.2.124","21","6"
"1","203.222.201.26","203.222.201.132","53","17"
"0","192.168.1.10","203.222.201.228","110","17"
"1","172.160.2.180","172.160.2.182","21","6"
"0","192.168.1.185","203.222.201.24","22","6"
"1","172.160.2.192","172.160.2.175","22","6"
"0","192.168.1.45","203.222.201.245","53","17"
"1","203.222.201.142","203.222.201.27","53","17"
"1","192.168.1.183","192.168.1.224","21","6"
"0","192.168.1.184","172.160.2.66","21","6"
"1","172.160.2.155","172.160.2.3","22","6"
"0","172.160.2.149","192.168.1.71","21","6"
"1","192.168.1.122","192.168.1.205","21","6"
"1","203.222.201.32","203.222.201.3","23","6"
"0","172.160.2.92","203.222.201.132","22","6"
"1","192.168.1.253","192.168.1.39","23","6"
"0","203.222.201.139","172.160.2.43","110","17"
"1","172.160.2.210","172.160.2.196","53","17"
"1","172.160.2.140","172.160.2.4","21","6"
"0","192.168.1.228","172.160.2.70","110","17"
"1","203.222.201.236","203.222.201.80","23","6"
"0","172.160.2.35","192.168.1.161","21","6"
"1","192.168.1.89","192.168.1.17","80","6"
"0","203.222.201.228","192.168.1.95","21","6"
"0","172.160.2.178","192.168.1.140","22","6"
"0","172.160.2.132","192.168.1.231","21","6"
"1","172.160.2.104","172.160.2.164","25","6"
"0","203.222.201.227","172.160.2.51","80","6"
"0","203.222.201.134","192.168.1.111","21","6"
"1","192.168.1.44","192.168.1.200","110","17"
"1","192.168.1.34","203.222.201.132","21","6"
"0","192.168.1.186","203.222.201.4","110","17"
"0","203.222.201.42","172.160.2.159","23","6"
"0","172.160.2.33","203.222.201.177","53","17"
"1","203.222.201.104","203.222.201.80","23","6"
"1","192.168.1.155","192.168.1.62","25","6"
"0","172.160.2.169","203.222.201.47","110","17"
"0","192.168.1.224","203.222.201.223","80","6"
"0","192.168.1.49","203.222.201.107","23","6"
"0","172.160.2.112","203.222.201.219","110","17"
"1","192.168.1.210","192.168.1.215","22","6"
"0","203.222.201.106","192.168.1.202","21","6"
"0","192.168.1.245","172.160.2.111","21","6"
"0","172.160.2.75","203.222.201.243","110","17"
"1","172.160.2.210","172.160.2.170","22","6"
"0","172.160.2.251","203.222.201.167","23","6"
"0","203.222.201.225","172.160.2.38","23","6"
"0","192.168.1.242","172.160.2.196","23","6"
"0","192.168.1.23","203.222.201.49","110","17"
"1","172.160.2.143","172.160.2.211","23","6"
"1","172.160.2.3","172.160.2.169","21","6"
"0","172.160.2.150","192.168.1.183","22","6"
"0","192.168.1.226","172.160.2.229","53","17"
"1","192.168.1.209","192.168.1.50","110","17"
"0","172.160.2.6","192.168.1.6","80","6"
"1","172.160.2.151","172.160.2.116","22","6"
"1","203.222.201.101","203.222.201.164","22","6"
"0","172.160.2.172","192.168.1.213","110","17"
"1","192.168.1.90","192.168.1.235","25","6"
"0","172.160.2.70","192.168.1.159","25","6"
"0","172.160.2.229","203.222.201.69","23","6"
"0","172.160.2.188","203.222.201.200","23","6"
"0","172.160.2.240","203.222.201.79","22","6"
"0","172.160.2.14","203.222.201.178","22","6"
"0","203.222.201.18","172.160.2.51","110","17"
"1","203.222.201.175","203.222.201.212","53","17"
"1","203.222.201.190","203.222.201.204","110","17"
"0","203.222.201.41","172.160.2.23","25","6"
"0","203.222.201.169","192.168.1.175","110","17"
"1","192.168.1.154","192.168.1.99","23","6"
"0","203.222.201.28","192.168.1.220","80","6"
"0","192.168.1.5","172.160.2.149","22","6"
"0","203.222.201.98","192.168.1.131","23","6"
"1","172.160.2.65","172.160.2.33","21","6"
"0","172.160.2.130","192.168.1.151","53","17"
"0","172.160.2.58","203.222.201.89","53","17"
"0","203.222.201.51","172.160.2.75","22","6"
"0","203.222.201.24","172.160.2.18","25","6"
"1","203.222.201.20","203.222.201.72","25","6"
"1","203.222.201.26","203.222.201.210","110","17"
"0","203.222.201.245","192.168.1.96","53","17"
"1","172.160.2.171","172.160.2.249","80","6"
"0","192.168.1.49","172.160.2.244","80","6"
"0","172.160.2.202","203.222.201.88","25","6"
"1","172.160.2.230","172.160.2.105","25","6"
"0","203.222.201.158","192.168.1.102","110","17"
"0","192.168.1.79","203.222.201.234","53","17"
"0","192.168.1.140","172.160.2.11","25","6"
"0","172.160.2.221","192.168.1.59","22","6"
"1","172.160.2.219","172.160.2.7","22","6"
"0","192.168.1.72","172.160.2.228","22","6"
"0","203.222.201.66","192.168.1.10","23","6"
"0","172.160.2.148","192.168.1.249","22","6"
"1","203.222.201.177","203.222.201.14","25","6"
"1","192.168.1.220","203.222.201.67","21","6"
"0","192.168.1.56","203.222.201.199","22","6"
"0","203.222.201.97","172.160.2.116","23","6"
"0","192.168.1.135","172.160.2.134","21","6"
"0","203.222.201.161","172.160.2.98","25","6"
"0","203.222.201.226","192.168.1.66","53","17"
"0","172.160.2.8","203.222.201.10","25","6"
"0","203.222.201.24","172.160.2.81","25","6"
"0","172.160.2.220","203.222.201.25","53","17"
"0","203.222.201.171","172.160.2.28","23","6"
"0","192.168.1.145","203.222.201.194","23","6"
"1","192.168.1.235","192.168.1.159","25","6"
"0","203.222.201.254","192.168.1.127","25","6"
"1","172.160.2.230","172.160.2.157","110","17"
"0","203.222.201.145","192.168.1.222","21","6"
"1","172.160.2.39","172.160.2.26","22","6"
"1","192.168.1.106","192.168.1.162","80","6"
"1","192.168.1.126","192.168.1.37","110","17"
"1","172.160.2.106","172.160.2.158","21","6"
"0","203.222.201.15","172.160.2.237","23","6"
"0","192.168.1.125","172.160.2.161","22","6"
"0","172.160.2.45","192.168.1.177","110","17"
"1","192.168.1.46","192.168.1.50","21","6"
"1","192.168.1.149","192.168.1.72","110","17"
"0","172.160.2.27","203.222.201.46","110","17"
"1","203.222.201.49","203.222.201.225","21","6"
"0","203.222.201.95","192.168.1.170","110","17"
"0","192.168.1.234","172.160.2.60","21","6"
"0","192.168.1.33","203.222.201.238","80","6"
"0","203.222.201.135","192.168.1.141","53","17"
"0","172.160.2.90","203.222.201.135","21","6"
"0","203.222.201.189","192.168.1.39","21","6"
"0","172.160.2.149","203.222.201.188","21","6"
"1","203.222.201.154","203.222.201.115","21","6"
"1","172.160.2.77","172.160.2.115","23","6"
"1","192.168.1.22","203.222.201.32","25","6"
"0","172.160.2.144","192.168.1.92","110","17"
"0","192.168.1.218","172.160.2.20","110","17"
"1","203.222.201.48","203.222.201.198","21","6"
"0","203.222.201.161","172.160.2.207","110","17"
"0","172.160.2.223","192.168.1.191","53","17"
"1","172.160.2.35","192.168.1.216","23","6"
"0","203.222.201.118","192.168.1.76","22","6"
"1","203.222.201.43","203.222.201.207","25","6"
"1","172.160.2.12","172.160.2.242","25","6"
"0","192.168.1.188","172.160.2.32","25","6"
"1","203.222.201.176","203.222.201.100","22","6"
"1","203.222.201.46","203.222.201.160","22","6"
"0","203.222.201.30","172.160.2.197","80","6"
"1","172.160.2.209","192.168.1.232","23","6"
"0","203.222.201.135","172.160.2.35","25","6"
"0","172.160.2.20","203.222.201.182","80","6"
"0","172.160.2.61","192.168.1.117","53","17"
"0","172.160.2.115","192.168.1.30","53","17"
"1","192.168.1.223","192.168.1.178","22","6"
"0","203.222.201.237","192.168.1.9","25","6"
"1","192.168.1.184","203.222.201.194","25","6"
"0","203.222.201.93","192.168.1.175","21","6"
"0","203.222.201.28","192.168.1.150","23","6"
"1","172.160.2.81","172.160.2.230","80","6"
"1","192.168.1.113","192.168.1.92","23","6"
"0","192.168.1.90","172.160.2.204","53","17"
"0","172.160.2.121","192.168.1.183","25","6"
"1","203.222.201.51","203.222.201.244","21","6"
"1","172.160.2.167","172.160.2.212","110","17"
"1","203.222.201.118","203.222.201.33","53","17"
"0","203.222.201.17","192.168.1.174","23","6"
"0","192.168.1.48","172.160.2.123","53","17"
"0","192.168.1.182","172.160.2.165","23","6"
"0","203.222.201.63","172.160.2.88","80","6"
"1","203.222.201.41","203.222.201.80","21","6"
"0","203.222.201.205","172.160.2.39","22","6"
"0","192.168.1.140","172.160.2.179","80","6"
"1","192.168.1.48","192.168.1.22","110","17"
"0","172.160.2.119","192.168.1.35","21","6"
"1","203.222.201.193","203.222.201.220","23","6"
"1","172.160.2.98","172.160.2.252","53","17"
"0","192.168.1.2","203.222.201.203","53","17"
"1","203.222.201.77","203.222.201.49","21","6"
"0","203.222.201.180","192.168.1.103","25","6"
"0","192.168.1.15","172.160.2.13","22","6"
"0","172.160.2.101","192.168.1.171","80","6"
"0","192.168.1.207","172.160.2.151","23","6"
"0","192.168.1.105","172.160.2.160","110","17"
"1","192.168.1.58","192.168.1.230","53","17"
"1","172.160.2.254","172.160.2.107","53","17"
"1","192.168.1.235","192.168.1.140","80","6"
"1","203.222.201.175","172.160.2.114","53","17"
"1","203.222.201.124","203.222.201.118","23","6"
"0","172.160.2.75","203.222.201.21","110","17"
"1","203.222.201.97","172.160.2.109","53","17"
"1","203.222.201.243","203.222.201.109","22","6"
"1","203.222.201.62","203.222.201.135","110","17"
"0","172.160.2.177","203.222.201.232","25","6"
"1","192.168.1.213","192.168.1.32","110","17"
"0","172.160.2.244","203.222.201.232","25","6"
"0","172.160.2.17","192.168.1.36","22","6"
"1","192.168.1.150","192.168.1.238","110","17"
"1","192.168.1.184","192.168.1.13","22","6"
"1","203.222.201.170","172.160.2.191","53","17"
"1","203.222.201.62","203.222.201.239","22","6"
"1","203.222.201.240","203.222.201.129","23","6"
"0","172.160.2.232","203.222.201.147","22","6"
"0","172.160.2.213","192.168.1.196","53","17"
"1","172.160.2.21","172.160.2.11","110","17"
"0","203.222.201.112","192.168.1.221","53","17"
"1","203.222.201.19","203.222.201.95","25","6"
"0","172.160.2.90","192.168.1.47","110","17"
"0","203.222.201.150","192.168.1.69","80","6"
"0","172.160.2.246","203.222.201.219","53","17"
"0","203.222.201.71","192.168.1.216","22","6"
"1","172.160.2.206","172.160.2.219","21","6"
"1","172.160.2.115","172.160.2.80","23","6"
"1","203.222.201.198","172.160.2.207","53","17"
"0","203.222.201.206","172.160.2.162","110","17"
"1","192.168.1.20","192.168.1.42","110","17"
"0","172.160.2.121","203.222.201.33","22","6"
"0","192.168.1.100","203.222.201.99","80","6"
"1","172.160.2.43","172.160.2.91","110","17"
"0","192.168.1.189","203.222.201.243","80","6"
"0","192.168.1.144","172.160.2.168","80","6"
"0","203.222.201.45","172.160.2.50","22","6"
"0","203.222.201.6","192.168.1.13","110","17"
"1","172.160.2.248","172.160.2.59","80","6"
"0","192.168.1.167","172.160.2.32","80","6"
"0","172.160.2.231","203.222.201.54","23","6"
"0","203.222.201.38","192.168.1.38","80","6"
"1","203.222.201.225","203.222.201.5","110","17"
"0","192.168.1.196","203.222.201.163","22","6"
"0","192.168.1.114","203.222.201.30","80","6"
"0","172.160.2.190","192.168.1.241","21","6"
"1","192.168.1.41","192.168.1.93","80","6"
"0","172.160.2.3","192.168.1.208","110","17"
"1","192.168.1.161","192.168.1.174","25","6"
"0","172.160.2.171","203.222.201.68","21","6"
"0","203.222.201.55","172.160.2.35","23","6"
"0","172.160.2.36","192.168.1.121","80","6"
"1","192.168.1.129","192.168.1.159","25","6"
"0","192.168.1.22","172.160.2.66","80","6"
"0","192.168.1.194","203.222.201.195","23","6"
"0","192.168.1.248","203.222.201.84","110","17"
"0","172.160.2.29","192.168.1.169","25","6"
"0","172.160.2.133","192.168.1.71","25","6"
"0","203.222.201.24","192.168.1.52","22","6"
"1","172.160.2.238","172.160.2.43","25","6"
"0","203.222.201.99","192.168.1.244","22","6"
"1","192.168.1.95","192.168.1.91","25","6"
"0","192.168.1.145","172.160.2.245","25","6"
"0","203.222.201.150","172.160.2.49","22","6"
"1","172.160.2.132","172.160.2.250","21","6"
"1","203.222.201.180","203.222.201.128","21","6"
"0","172.160.2.4","203.222.201.248","21","6"
"0","192.168.1.235","203.222.201.137","23","6"
"1","172.160.2.14","192.168.1.139","23","6"
"0","203.222.201.7","172.160.2.228","23","6"
"1","203.222.201.176","203.222.201.59","53","17"
"1","203.222.201.115","172.160.2.109","53","17"
"0","203.222.201.53","172.160.2.171","25","6"
"0","172.160.2.62","192.168.1.180","80","6"
"1","192.168.1.246","192.168.1.135","23","6"
"0","203.222.201.149","192.168.1.130","21","6"
"1","172.160.2.167","172.160.2.40","25","6"
"0","192.168.1.73","203.222.201.240","110","17"
"1","172.160.2.114","172.160.2.54","80","6"
"0","203.222.201.79","192.168.1.153","25","6"
"0","172.160.2.33","192.168.1.208","110","17"
"1","192.168.1.9","192.168.1.218","53","17"
"1","172.160.2.188","192.168.1.63","23","6"
"0","203.222.201.23","172.160.2.37","21","6"
"0","203.222.201.229","192.168.1.188","25","6"
"0","192.168.1.175","172.160.2.144","21","6"
"0","192.168.1.37","172.160.2.104","80","6"
"0","192.168.1.85","203.222.201.173","22","6"
"0","203.222.201.116","172.160.2.183","80","6"
"1","203.222.201.170","203.222.201.96","53","17"
"0","203.222.201.59","172.160.2.116","25","6"
"0","203.222.201.32","172.160.2.93","80","6"
"1","203.222.201.177","203.222.201.156","21","6"
"0","172.160.2.175","192.168.1.159","53","17"
"0","192.168.1.245","203.222.201.57","22","6"
"0","203.222.201.52","192.168.1.219","110","17"
"0","203.222.201.100","172.160.2.157","80","6"
"0","172.160.2.80","192.168.1.122","80","6"
"0","203.222.201.69","172.160.2.118","80","6"
"0","172.160.2.192","192.168.1.169","22","6"
"1","192.168.1.90","203.222.201.143","25","6"
"1","172.160.2.99","172.160.2.44","80","6"
"0","192.168.1.23","203.222.201.81","80","6"
"1","203.222.201.154","203.222.201.198","21","6"
"0","203.222.201.128","172.160.2.230","25","6"
"0","203.222.201.61","172.160.2.161","23","6"
"1","203.222.201.158","203.222.201.146","80","6"
"0","172.160.2.121","192.168.1.179","80","6"
"0","203.222.201.29","192.168.1.154","53","17"
"1","203.222.201.145","203.222.201.222","22","6"
"0","192.168.1.20","172.160.2.37","23","6"
"0","172.160.2.97","192.168.1.214","21","6"
"0","172.160.2.220","203.222.201.36","80","6"
"1","172.160.2.173","192.168.1.87","23","6"
"1","172.160.2.1","192.168.1.98","23","6"
"0","203.222.201.148","192.168.1.85","53","17"
"1","192.168.1.35","192.168.1.226","110","17"
"0","172.160.2.100","192.168.1.137","21","6"
"0","203.222.201.132","172.160.2.152","80","6"
"0","192.168.1.59","172.160.2.23","21","6"
"0","172.160.2.28","203.222.201.94","21","6"
"0","192.168.1.89","203.222.201.23","80","6"
"0","192.168.1.193","203.222.201.179","80","6"
"1","192.168.1.210","192.168.1.100","25","6"
"1","203.222.201.198","203.222.201.171","110","17"
"1","203.222.201.187","203.222.201.18","23","6"
"0","172.160.2.229","192.168.1.147","21","6"
"1","172.160.2.37","172.160.2.69","80","6"
"0","203.222.201.118","192.168.1.152","22","6"
"1","203.222.201.97","203.222.201.49","22","6"
"0","192.168.1.140","203.222.201.15","110","17"
"0","203.222.201.175","192.168.1.22","25","6"
"0","172.160.2.82","203.222.201.81","22","6"
"1","172.160.2.146","172.160.2.3","21","6"
"0","192.168.1.190","203.222.201.194","22","6"
"1","203.222.201.32","203.222.201.153","21","6"
"0","172.160.2.80","192.168.1.252","22","6"
"0","203.222.201.221","172.160.2.112","21","6"
"0","172.160.2.196","192.168.1.73","25","6"
"1","172.160.2.228","172.160.2.212","22","6"
"0","192.168.1.212","172.160.2.83","80","6"
"0","172.160.2.232","192.168.1.209","110","17"
"1","172.160.2.207","172.160.2.24","110","17"
"0","192.168.1.16","172.160.2.104","53","17"
"0","172.160.2.21","203.222.201.9","21","6"
"1","192.168.1.117","203.222.201.119","21","6"
"0","192.168.1.238","203.222.201.111","53","17"
"0","203.222.201.145","172.160.2.192","80","6"
"1","172.160.2.245","172.160.2.167","53","17"
"1","172.160.2.164","192.168.1.46","23","6"
"0","203.222.201.140","172.160.2.59","25","6"
"0","172.160.2.35","192.168.1.6","110","17"
"1","192.168.1.23","192.168.1.176","80","6"
"0","172.160.2.43","203.222.201.94","110","17"
"0","203.222.201.86","172.160.2.170","110","17"
"0","203.222.201.243","192.168.1.27","53","17"
"0","172.160.2.105","203.222.201.2","22","6"
"0","203.222.201.162","192.168.1.58","25","6"
"0","192.168.1.166","203.222.201.51","23","6"
"0","192.168.1.116","172.160.2.133","110","17"
"1","192.168.1.194","192.168.1.190","110","17"
"1","172.160.2.102","172.160.2.179","22","6"
"0","172.160.2.60","192.168.1.143","53","17"
"0","203.222.201.103","172.160.2.6","110","17"
"1","172.160.2.224","172.160.2.98","53","17"
"0","203.222.201.237","172.160.2.88","80","6"
"0","203.222.201.17","192.168.1.218","53","17"
"0","172.160.2.84","203.222.201.12","25","6"
"1","172.160.2.254","192.168.1.49","23","6"
"0","192.168.1.239","172.160.2.235","21","6"
"0","192.168.1.56","172.160.2.55","21","6"
"1","192.168.1.88","192.168.1.191","23","6"
"0","172.160.2.129","203.222.201.186","23","6"
"1","203.222.201.37","203.222.201.239","22","6"
"0","203.222.201.212","172.160.2.227","25","6"
"0","172.160.2.10","192.168.1.231","25","6"
"0","203.222.201.243","172.160.2.68","25","6"
"1","203.222.201.90","203.222.201.100","21","6"
"1","172.160.2.21","172.160.2.124","53","17"
"0","192.168.1.33","203.222.201.222","80","6"
"0","192.168.1.125","203.222.201.202","80","6"
"1","203.222.201.26","172.160.2.109","53","17"
"1","172.160.2.28","172.160.2.240","25","6"
"1","203.222.201.49","203.222.201.1","25","6"
"1","192.168.1.196","203.222.201.18","21","6"
"1","192.168.1.246","192.168.1.195","25","6"
"0","203.222.201.175","192.168.1.113","110","17"
"1","172.160.2.238","172.160.2.244","110","17"
"1","203.222.201.243","203.222.201.44","21","6"
"1","203.222.201.161","203.222.201.123","53","17"
"1","203.222.201.234","172.160.2.158","53","17"
"0","203.222.201.80","172.160.2.73","80","6"
"1","192.168.1.135","192.168.1.193","21","6"
"0","192.168.1.104","203.222.201.111","23","6"
"0","192.168.1.113","203.222.201.3","80","6"
"1","203.222.201.132","203.222.201.168","110","17"
"1","192.168.1.204","192.168.1.156","80","6"
"1","192.168.1.129","203.222.201.146","21","6"
"0","203.222.201.144","192.168.1.28","53","17"
"0","203.222.201.245","192.168.1.126","110","17"
"0","192.168.1.41","203.222.201.71","23","6"
"1","192.168.1.193","192.168.1.95","22","6"
"0","203.222.201.111","192.168.1.82","23","6"
"0","172.160.2.15","192.168.1.180","21","6"
"1","192.168.1.76","203.222.201.184","25","6"
"0","203.222.201.74","172.160.2.25","110","17"
"0","192.168.1.83","172.160.2.250","23","6"
"0","203.222.201.93","172.160.2.5","110","17"
"1","203.222.201.122","203.222.201.83","110","17"
"1","203.222.201.120","203.222.201.108","110","17"
"0","203.222.201.9","192.168.1.87","110","17"
"0","203.222.201.97","192.168.1.215","80","6"
"1","172.160.2.126","172.160.2.38","22","6"
"0","203.222.201.231","172.160.2.224","25","6"
"1","172.160.2.80","172.160.2.204","53","17"
"1","172.160.2.8","172.160.2.222","22","6"
"0","203.222.201.88","192.168.1.107","110","17"
"0","192.168.1.185","203.222.201.145","22","6"
"1","203.222.201.214","203.222.201.245","110","17"
"1","203.222.201.41","203.222.201.65","23","6"
"1","172.160.2.73","172.160.2.58","22","6"
"1","192.168.1.223","192.168.1.149","22","6"
"0","203.222.201.44","192.168.1.113","80","6"
"0","192.168.1.184","203.222.201.223","110","17"
"0","203.222.201.51","192.168.1.104","22","6"
"1","192.168.1.88","203.222.201.215","25","6"
"0","192.168.1.243","172.160.2.238","21","6"
"1","192.168.1.204","203.222.201.12","21","6"
"1","192.168.1.42","192.168.1.88","80","6"
"0","192.168.1.196","172.160.2.168","21","6"
"1","192.168.1.117","203.222.201.150","21","6"
"1","203.222.201.1","203.222.201.157","25","6"
"0","192.168.1.143","203.222.201.192","22","6"
"1","192.168.1.216","192.168.1.198","25","6"
"0","172.160.2.58","192.168.1.152","53","17"
"0","203.222.201.239","192.168.1.85","21","6"
"0","172.160.2.233","192.168.1.167","22","6"
"0","192.168.1.39","172.160.2.135","25","6"
"0","203.222.201.131","192.168.1.166","110","17"
"0","192.168.1.231","203.222.201.248","23","6"
"0","203.222.201.117","172.160.2.130","21","6"
"0","192.168.1.132","203.222.201.210","53","17"
"0","192.168.1.194","172.160.2.87","23","6"
"0","203.222.201.200","192.168.1.235","53","17"
"0","192.168.1.13","172.160.2.42","25","6"
"1","192.168.1.48","203.222.201.128","25","6"
"1","192.168.1.91","192.168.1.149","80","6"
"1","172.160.2.166","172.160.2.169","21","6"
"0","203.222.201.30","172.160.2.243","23","6"
"0","192.168.1.100","203.222.201.219","110","17"
"1","192.168.1.206","203.222.201.80","21","6"
"0","203.222.201.131","172.160.2.5","80","6"
"1","192.168.1.80","192.168.1.201","53","17"
"0","203.222.201.94","192.168.1.36","21","6"
"1","192.168.1.131","192.168.1.80","21","6"
"0","192.168.1.84","203.222.201.192","22","6"
"1","203.222.201.145","203.222.201.244","22","6"
"0","203.222.201.129","172.160.2.181","80","6"
"1","172.160.2.126","192.168.1.78","23","6"
"1","192.168.1.12","192.168.1.239","110","17"
"1","192.168.1.5","203.222.201.135","21","6"
"1","192.168.1.101","203.222.201.7","25","6"
"0","203.222.201.242","172.160.2.200","80","6"
"0","172.160.2.74","203.222.201.136","21","6"
"1","172.160.2.252","172.160.2.204","53","17"
"1","203.222.201.140","203.222.201.144","21","6"
"0","172.160.2.36","203.222.201.77","110","17"
"1","192.168.1.144","192.168.1.227","23","6"
"0","172.160.2.85","203.222.201.168","22","6"
"1","172.160.2.148","192.168.1.178","23","6"
"0","172.160.2.87","203.222.201.201","22","6"
"1","192.168.1.62","203.222.201.35","21","6"
"1","192.168.1.204","192.168.1.155","23","6"
"0","192.168.1.230","172.160.2.134","25","6"
"0","192.168.1.193","172.160.2.156","25","6"
"1","203.222.201.41","203.222.201.98","110","17"
"1","192.168.1.1","192.168.1.201","25","6"
"0","192.168.1.47","203.222.201.158","80","6"
"0","192.168.1.18","172.160.2.124","25","6"
"0","192.168.1.140","172.160.2.77","80","6"
"0","172.160.2.150","203.222.201.46","21","6"
"1","203.222.201.146","203.222.201.252","110","17"
"0","203.222.201.66","192.168.1.154","110","17"
"1","203.222.201.14","203.222.201.174","25","6"
"1","172.160.2.67","172.160.2.76","23","6"
"0","172.160.2.50","192.168.1.72","25","6"
"1","192.168.1.109","192.168.1.155","80","6"
"0","192.168.1.226","172.160.2.205","23","6"
"1","203.222.201.40","203.222.201.137","25","6"
"1","192.168.1.56","192.168.1.205","53","17"
"0","172.160.2.13","203.222.201.23","80","6"
"1","203.222.201.195","203.222.201.155","110","17"
"0","172.160.2.42","203.222.201.73","80","6"
"0","203.222.201.149","192.168.1.205","22","6"
"1","172.160.2.217","172.160.2.1","22","6"
"1","172.160.2.30","172.160.2.171","53","17"
"0","172.160.2.91","203.222.201.123","22","6"
"0","203.222.201.172","172.160.2.117","21","6"
"1","192.168.1.205","203.222.201.199","21","6"
"1","172.160.2.72","172.160.2.244","22","6"
"0","192.168.1.78","203.222.201.78","80","6"
"0","172.160.2.206","192.168.1.183","22","6"
"1","192.168.1.41","203.222.201.243","21","6"
"1","192.168.1.174","203.222.201.240","25","6"
"0","172.160.2.103","192.168.1.18","21","6"
"1","172.160.2.124","172.160.2.242","25","6"
"0","203.222.201.46","172.160.2.219","110","17"
"0","192.168.1.214","172.160.2.46","23","6"
"0","192.168.1.35","172.160.2.166","22","6"
"1","192.168.1.156","203.222.201.127","21","6"
"1","192.168.1.92","192.168.1.149","53","17"
"0","192.168.1.82","203.222.201.205","80","6"
"0","203.222.201.52","192.168.1.190","25","6"
"0","203.222.201.44","172.160.2.239","80","6"
"1","172.160.2.169","192.168.1.57","23","6"
"0","192.168.1.239","172.160.2.157","22","6"
"1","192.168.1.120","192.168.1.212","25","6"
"1","203.222.201.143","203.222.201.78","23","6"
"1","172.160.2.38","172.160.2.254","22","6"
"0","172.160.2.226","203.222.201.94","110","17"
"0","172.160.2.194","203.222.201.94","53","17"
"0","192.168.1.61","203.222.201.9","53","17"
"1","192.168.1.28","192.168.1.222","23","6"
"0","203.222.201.206","172.160.2.153","22","6"
"1","203.222.201.63","203.222.201.124","22","6"
"0","203.222.201.92","192.168.1.146","22","6"
"0","172.160.2.118","203.222.201.186","25","6"
"1","203.222.201.241","172.160.2.254","53","17"
"1","203.222.201.159","172.160.2.155","53","17"
"0","192.168.1.17","203.222.201.75","80","6"
